Track ID,From Track,Signal Name,Direction,Station ID,Next Station,Distance to Station,Length,Trip Count,Trip Total,Percent,Is Revenue,Line
TWIL2AT,TWIL44T,SP301*,1,WIL,WIL1,59.509152,59.509152,1991.75,30141.0968,0.066080873,1,1
TWIL2T,TWIL2AT,SP299GT(X2),1,WIL,WIL1,0,157.203648,2051.259152,30141.0968,0.068055226,1,1
TWIL10TA,TWIL2T,SP293(X10),1,YKD,YKD1,950.6712,140.0556,2208.4628,30141.0968,0.073270817,1,1
TWIL14AT,TWIL10TA,SPA290GT(X14),1,YKD,YKD1,810.6156,69.9516,2348.5184,30141.0968,0.077917483,1,1
TWIL287T,TWIL14AT,SP287,1,YKD,YKD1,740.664,195.072,2418.47,30141.0968,0.080238288,1,1
TWIL281T,TWIL287T,SP281,1,YKD,YKD1,545.592,225.552,2613.542,30141.0968,0.086710249,1,1
TYKD273T,TWIL281T,SP273GT,1,YKD,YKD1,320.04,164.592,2839.094,30141.0968,0.094193454,1,1
TYKD267T,TYKD273T,SP267GT,1,YKD,YKD1,155.448,155.448,3003.686,30141.0968,0.099654171,1,1
TYKD263T,TYKD267T,SP263GT,1,YKD,YKD1,0,157.2768,3159.134,30141.0968,0.104811514,1,1
TYKD257T,TYKD263T,SP257,1,LWW,LWW1,952.1952,77.4192,3316.4108,30141.0968,0.110029533,1,1
TYKD255T,TYKD257T,SP255*,1,LWW,LWW1,874.776,167.64,3393.83,30141.0968,0.112598092,1,1
TYKD249T,TYKD255T,SP249,1,LWW,LWW1,707.136,173.736,3561.47,30141.0968,0.118159934,1,1
TLWW243T,TYKD249T,SP243,1,LWW,LWW1,533.4,152.4,3735.206,30141.0968,0.123924024,1,1
TLWW239T,TLWW243T,SP239GT,1,LWW,LWW1,381,213.36,3887.606,30141.0968,0.128980243,1,1
TLWW36T,TLWW239T,SP231GT(X36),1,LWW,LWW1,167.64,167.64,4100.966,30141.0968,0.136058951,1,1
TLWW34T,TLWW36T,SP227GT(X34),1,LWW,LWW1,0,167.0304,4268.606,30141.0968,0.141620792,1,1
TLWW32TB,TLWW34T,SP221(X32),1,GCN,GCN1,595.884,183.7944,4435.6364,30141.0968,0.147162409,1,1
TLWW26TA,TLWW32TB,SP215GT(X26),1,GCN,GCN1,412.0896,163.068,4619.4308,30141.0968,0.153260209,1,1
TLWW209T,TLWW26TA,SP209GT,1,GCN,GCN1,249.0216,117.0432,4782.4988,30141.0968,0.158670364,1,1
TGCN205T,TLWW209T,SP205GT,1,GCN,GCN1,131.9784,131.9784,4899.542,30141.0968,0.162553541,1,1
TGCN201T,TGCN205T,SP201,1,GCN,GCN1,0,157.5816,5031.5204,30141.0968,0.166932227,1,1
TGCN197T,TGCN201T,SP197,1,EGW,EGW1,845.2104,94.488,5189.102,30141.0968,0.172160357,1,1
TGCN193T,TGCN197T,SP193*,1,EGW,EGW1,750.7224,152.4,5283.59,30141.0968,0.175295214,1,1
TGCN187T,TGCN193T,SP187,1,EGW,EGW1,598.3224,195.072,5435.99,30141.0968,0.180351433,1,1
TEGW183T,TGCN187T,SP183,1,EGW,EGW1,403.2504,143.256,5631.062,30141.0968,0.186823394,1,1
TEGW177T,TEGW183T,SP177,1,EGW,EGW1,259.9944,143.256,5774.318,30141.0968,0.19157624,1,1
TEGW173T,TEGW177T,SP173GT,1,EGW,EGW1,116.7384,116.7384,5917.574,30141.0968,0.196329086,1,1
TEGW169T,TEGW173T,SP169,1,EGW,EGW1,0,158.496,6034.3124,30141.0968,0.200202151,1,1
TEGW163T,TEGW169T,SP163,1,SCW,SCW1,2399.9952,127.1016,6192.8084,30141.0968,0.205460619,1,1
TEGW159T,TEGW163T,SP159*,1,SCW,SCW1,2335.8348,122.5296,6319.91,30141.0968,0.209677506,1,1
TEGW155T,TEGW159T,SP155GT,1,SCW,SCW1,2213.3052,121.3104,6442.4396,30141.0968,0.213742706,1,1
TEGW151T,TEGW155T,SP151*,1,SCW,SCW1,2091.9948,120.396,6563.75,30141.0968,0.217767457,1,1
TEGW147T,TEGW151T,SP147,1,SCW,SCW1,1971.5988,219.456,6684.146,30141.0968,0.22176187,1,1
TEGW139T,TEGW147T,SP139,1,SCW,SCW1,1752.1428,214.884,6903.602,30141.0968,0.229042826,1,1
TEGW133T,TEGW139T,SP133,1,SCW,SCW1,1537.2588,153.0096,7118.486,30141.0968,0.236172096,1,1
TEGW127T,TEGW133T,SP127,1,SCW,SCW1,1384.2492,188.3664,7271.4956,30141.0968,0.24124854,1,1
TEGW121T,TEGW127T,SP121,1,SCW,SCW1,1195.8828,219.456,7459.862,30141.0968,0.247498027,1,1
TSCW115T,TEGW121T,SP115,1,SCW,SCW1,976.4268,199.644,7679.318,30141.0968,0.254778983,1,1
TSCW107T,TSCW115T,SP107GT,1,SCW,SCW1,776.7828,166.116,7878.962,30141.0968,0.261402631,1,1
TSCW36T,TSCW107T,SP103GT(X36),1,SCW,SCW1,610.6668,139.5984,8045.078,30141.0968,0.26691391,1,1
TSCW34T,TSCW36T,SP97GT(X34),1,SCW,SCW1,471.0684,149.9616,8184.6764,30141.0968,0.271545407,1,1
TSCW32TB,TSCW34T,SP93GT(X32),1,SCW,SCW1,321.1068,118.872,8334.638,30141.0968,0.276520727,1,1
TSCW89T,TSCW32TB,SP89*,1,SCW,SCW1,202.2348,61.8744,8453.51,30141.0968,0.280464578,1,1
TSCW28T,TSCW89T,SP87GT(X28),1,SCW,SCW1,140.3604,77.4192,8515.3844,30141.0968,0.282517403,1,1
TSCW26TA,TSCW28T,SP85GT(X26),1,SCW,SCW1,62.9412,62.9412,8592.8036,30141.0968,0.285085963,1,1
TSCW83T,TSCW26TA,SP83GT,1,SCW,SCW1,0,163.2204,8655.7448,30141.0968,0.287174181,1,1
TSCW38T,TSCW83T,SP77(X38),1,DUP,DUP1,1279.5504,152.7048,8818.9652,30141.0968,0.292589392,1,1
TSCW71T,TSCW38T,SP71,1,DUP,DUP1,1126.8456,219.456,8971.67,30141.0968,0.297655724,1,1
TSCW65T,TSCW71T,SP65,1,DUP,DUP1,907.3896,359.664,9191.126,30141.0968,0.30493668,1,1
TDUP53T,TSCW65T,SP53,1,DUP,DUP1,547.7256,243.84,9550.79,30141.0968,0.316869358,1,1
TDUP45T,TDUP53T,SP45,1,DUP,DUP1,303.8856,152.4,9794.63,30141.0968,0.324959309,1,1
TDUP39T,TDUP45T,SP39,1,DUP,DUP1,151.4856,151.4856,9947.03,30141.0968,0.330015529,1,1
TDUP35T,TDUP39T,SP35,1,DUP,DUP1,0,160.9344,10098.5156,30141.0968,0.335041411,1,1
TDUP128T,TDUP35T,SP29(X128),1,SPA,SPA1,402.6408,121.0056,10259.45,30141.0968,0.340380779,1,1
TDUP126T,TDUP128T,SP25ST(X126),1,SPA,SPA1,281.6352,77.724,10380.4556,30141.0968,0.344395417,1,1
TSPA124T,TDUP126T,SP23(X124),1,SPA,SPA1,203.9112,67.9704,10458.1796,30141.0968,0.346974089,1,1
TSPA21TA,TSPA124T,SP21*,1,SPA,SPA1,135.9408,135.9408,10526.15,30141.0968,0.349229163,1,1
TSPA17T,TSPA21TA,SP17,1,SPA,SPA1,0,160.6296,10662.0908,30141.0968,0.353739311,1,1
TSPA120T,TSPA17T,SP11(X120),1,SGU,SGU1,472.2876,130.1496,10822.7204,30141.0968,0.359068566,1,1
TSPA7T,TSPA120T,SP7*,1,SGU,SGU1,342.138,54.864,10952.87,30141.0968,0.363386577,1,1
TSGU118T,TSPA7T,SP5(X118),1,SGU,SGU1,287.274,134.112,11007.734,30141.0968,0.365206816,1,1
TSGU90TA,TSGU118T,SP1GT(X90),1,SGU,SGU1,153.162,153.162,11141.846,30141.0968,0.369656289,1,1
TSGU2T,TSGU90TA,Y465GT(X2),1,SGU,SGU1,0,156.8958,11295.008,30141.0968,0.37473779,1,1
TSGUY471TA,TSGU2T,Y471(X10),1,MUS,MUS1,511.3782,147.1422,11451.9038,30141.0968,0.379943168,1,1
TSGUY1T,TSGUY471TA,Y1,1,MUS,MUS1,364.236,59.8932,11599.046,30141.0968,0.384824948,1,1
TSGUY3T,TSGUY1T,Y3*,1,MUS,MUS1,304.3428,61.02096,11658.9392,30141.0968,0.386812042,1,1
TSGUY5T,TSGUY3T,Y5GT(X22),1,MUS,MUS1,243.32184,102.65664,11719.96016,30141.0968,0.388836552,1,1
TMUSY9T,TSGUY5T,Y9GT(X24),1,MUS,MUS1,140.6652,80.1624,11822.6168,30141.0968,0.392242422,1,1
TMUSY11TA,TMUSY9T,Y11*,1,MUS,MUS1,60.5028,60.5028,11902.7792,30141.0968,0.394901993,1,1
TMUS13T,TMUSY11TA,U13GT,1,MUS,MUS1,0,138.2268,11963.282,30141.0968,0.396909312,1,1
TMUS19T,TMUS13T,U19,1,QPK,QPK1,544.068,106.0704,12101.5088,30141.0968,0.401495303,1,1
TMUS21T,TMUS19T,U21*,1,QPK,QPK1,437.9976,76.2,12207.5792,30141.0968,0.405014432,1,1
TQPK23T,TMUS21T,U23,1,QPK,QPK1,361.7976,109.1184,12283.7792,30141.0968,0.407542542,1,1
TQPK27T,TQPK23T,U27,1,QPK,QPK1,252.6792,139.2936,12392.8976,30141.0968,0.411162795,1,1
TQPK31T,TQPK27T,U31,1,QPK,QPK1,113.3856,113.3856,12532.1912,30141.0968,0.415784179,1,1
TQPK35T,TQPK31T,U35,1,QPK,QPK1,0,158.496,12645.5768,30141.0968,0.419546007,1,1
TQPK41T,TQPK35T,U41,1,STP,STP1,483.7176,74.0664,12804.0728,30141.0968,0.424804475,1,1
TQPK43T,TQPK41T,U43*,1,STP,STP1,409.6512,146.6088,12878.1392,30141.0968,0.427261798,1,1
TSTP47T,TQPK43T,U47,1,STP,STP1,263.0424,166.116,13024.748,30141.0968,0.432125881,1,1
TSTP53T,TSTP47T,U53GT,1,STP,STP1,96.9264,96.9264,13190.864,30141.0968,0.43763716,1,1
TSTP57T,TSTP53T,U57GT,1,STP,STP1,0,160.02,13287.7904,30141.0968,0.440852915,1,1
TSTP61T,TSTP57T,U61,1,OSG,OSG1,267.9192,99.3648,13447.8104,30141.0968,0.446161946,1,1
TOSG65T,TSTP61T,U65,1,OSG,OSG1,168.5544,94.1832,13547.1752,30141.0968,0.449458601,1,1
TOSG69T,TOSG65T,U69,1,OSG,OSG1,74.3712,74.3712,13641.3584,30141.0968,0.452583345,1,1
TOSG71T,TOSG69T,U71,1,OSG,OSG1,0,79.248,13715.7296,30141.0968,0.45505078,1,1
TOSG73T,TOSG71T,U73,1,STA,STA1,312.5724,84.4296,13794.9776,30141.0968,0.457680014,1,1
TOSG75TB,TOSG73T,U75(X4),1,STA,STA1,228.1428,88.6968,13879.4072,30141.0968,0.460481159,1,1
TSTA79T,TOSG75TB,U79,1,STA,STA1,139.446,67.056,13968.104,30141.0968,0.463423879,1,1
TSTA81T,TSTA79T,U81GT,1,STA,STA1,72.39,72.39,14035.16,30141.0968,0.465648616,1,1
TSTA83T,TSTA81T,U83GT,1,STA,STA1,0,157.4292,14107.55,30141.0968,0.46805032,1,1
TSTA89TB,TSTA83T,U89(X20),1,UNI,UNI1,352.044,76.2,14264.9792,30141.0968,0.473273395,1,1
TSTA91T,TSTA89TB,U91*,1,UNI,UNI1,275.844,59.7408,14341.1792,30141.0968,0.475801504,1,1
TSTA93T,TSTA91T,U93,1,UNI,UNI1,216.1032,69.723,14400.92,30141.0968,0.477783542,1,1
TUNI95T,TSTA93T,U95GT,1,UNI,UNI1,146.3802,54.9402,14470.643,30141.0968,0.480096763,1,1
TUNI97T,TUNI95T,U97GT(X40),1,UNI,UNI1,91.44,54.864,14525.5832,30141.0968,0.48191953,1,1
TUNI98TA,TUNI97T,U99GT(X42),1,UNI,UNI1,36.576,6.096,14580.4472,30141.0968,0.483739769,1,1
TUNI99T,TUNI98TA,N98*,1,UNI,UNI1,30.48,30.48,14586.5432,30141.0968,0.483942018,1,1
TUNIN100T,TUNI99T,N100GT(X52),1,UNI,UNI1,0,156.5148,14617.0232,30141.0968,0.484953262,1,1
TUNI106TA,TUNIN100T,N106(X54),1,KNG,KNG1,291.5412,87.3252,14773.538,30141.0968,0.490145999,1,1
TUNI108T,TUNI106TA,N108,1,KNG,KNG1,204.216,59.436,14860.8632,30141.0968,0.493043213,1,1
TKNG110T,TUNI108T,No Signal,1,KNG,KNG1,144.78,45.4152,14920.2992,30141.0968,0.495015138,1,1
TKNG112T,TKNG110T,N112GT,1,KNG,KNG1,99.3648,99.3648,14965.7144,30141.0968,0.496521892,1,1
TKNG118T,TKNG112T,N118**,1,KNG,KNG1,0,167.3352,15065.0792,30141.0968,0.499818547,1,1
TKNG120T,TKNG118T,N120,1,QUN,QUN1,308.1528,88.392,15232.4144,30141.0968,0.505370276,1,1
TKNG124T,TKNG120T,N124,1,QUN,QUN1,219.7608,117.0432,15320.8064,30141.0968,0.508302883,1,1
TQUN126T,TKNG124T,N126,1,QUN,QUN1,102.7176,102.7176,15437.8496,30141.0968,0.51218606,1,1
TQUN130T,TQUN126T,N130,1,QUN,QUN1,0,169.164,15540.5672,30141.0968,0.515593951,1,1
TQUN136T,TQUN130T,N136,1,DUN,DUN1,269.748,137.4648,15709.7312,30141.0968,0.521206355,1,1
TDUN140T,TQUN136T,N142**,1,DUN,DUN1,132.2832,83.82,15847.196,30141.0968,0.525767065,1,1
TDUN142T,TDUN140T,N140,1,DUN,DUN1,48.4632,48.4632,15931.016,30141.0968,0.528547986,1,1
TDUN144T,TDUN142T,N144,1,DUN,DUN1,0,167.3352,15979.4792,30141.0968,0.530155863,1,1
TDUN150T,TDUN144T,N150,1,COL,COL1,330.4032,199.3392,16146.8144,30141.0968,0.535707592,1,1
TDUN156T,TDUN150T,N156,1,COL,COL1,131.064,131.064,16346.1536,30141.0968,0.542321127,1,1
TCOL162T,TDUN156T,N162,1,COL,COL1,0,170.3832,16477.2176,30141.0968,0.546669476,1,1
TCOL166T,TCOL162T,N166,1,WEL,WEL1,357.8352,213.36,16647.6008,30141.0968,0.55232233,1,1
TWEL174T,TCOL166T,N174GT,1,WEL,WEL1,144.4752,144.4752,16860.9608,30141.0968,0.559401037,1,1
TWEL178T,TWEL174T,N178GT,1,WEL,WEL1,0,167.3352,17005.436,30141.0968,0.564194333,1,1
TWEL6T,TWEL178T,N184,1,BLO,BLO1,377.6472,229.8192,17172.7712,30141.0968,0.569746062,1,1
TBLO192T,TWEL6T,N192,1,BLO,BLO1,147.828,147.828,17402.5904,30141.0968,0.577370841,1,1
TBLO196T,TBLO192T,N196,1,BLO,BLO1,0,170.688,17550.4184,30141.0968,0.582275374,1,1
TBLO2TE,TBLO196T,N202(X2),1,ROS,ROS1,579.7296,102.4128,17721.1064,30141.0968,0.587938339,1,1
TBLO206T,TBLO2TE,SA205(X1),1,ROS,ROS1,477.3168,182.5752,17823.5192,30141.0968,0.591336119,1,1
TBLO212T,TBLO206T,N212,1,ROS,ROS1,294.7416,191.1096,18006.0944,30141.0968,0.59739347,1,1
TROS218T,TBLO212T,N218,1,ROS,ROS1,103.632,103.632,18197.204,30141.0968,0.603733969,1,1
TROS220T,TROS218T,N220,1,ROS,ROS1,0,166.116,18300.836,30141.0968,0.607172198,1,1
TROS226T,TROS220T,N226,1,SUM,SUM1,418.1856,110.9472,18466.952,30141.0968,0.612683477,1,1
TROS230T,TROS226T,N230*,1,SUM,SUM1,307.2384,120.7008,18577.8992,30141.0968,0.616364405,1,1
TSUM234T,TROS230T,N234,1,SUM,SUM1,186.5376,186.5376,18698.6,30141.0968,0.620368931,1,1
TSUM240T,TSUM234T,N240,1,SUM,SUM1,0,167.9448,18885.1376,30141.0968,0.626557744,1,1
TSUM246T,TSUM240T,N246,1,STC,STC1,622.7064,216.7128,19053.0824,30141.0968,0.632129697,1,1
TSUM252T,TSUM246T,N252,1,STC,STC1,405.9936,219.456,19269.7952,30141.0968,0.639319641,1,1
TSTC260T,TSUM252T,N260,1,STC,STC1,186.5376,186.5376,19489.2512,30141.0968,0.646600597,1,1
TSTC266T,TSTC260T,N266,1,STC,STC1,0,167.3352,19675.7888,30141.0968,0.65278941,1,1
TSTC272T,TSTC266T,N272,1,DAV,DAV1,959.8152,245.364,19843.124,30141.0968,0.658341139,1,1
TDVV278T,TSTC272T,N278,1,DAV,DAV1,714.4512,287.7312,20088.488,30141.0968,0.666481652,1,1
TDVV2T,TDVV278T,N288(X2),1,DAV,DAV1,426.72,199.9488,20376.2192,30141.0968,0.676027795,1,1
TDVV112BTB,TDVV2T,N296ST(X4),1,DAV,DAV1,226.7712,74.3712,20576.168,30141.0968,0.682661555,1,1
TDVV4T,TDVV112BTB,N298*,1,DAV,DAV1,152.4,100.584,20650.5392,30141.0968,0.68512899,1,1
TDVV6AT,TDVV4T,N302ST(X6),1,DAV,DAV1,51.816,51.816,20751.1232,30141.0968,0.688466095,1,1
TDVV6BT,TDVV6AT,N303*,1,DAV,DAV1,0,153.3144,20802.9392,30141.0968,0.690185209,1,1
TDVV8T,TDVV6BT,N308(x8),1,EGL,EGL1,733.9584,171.9072,20956.2536,30141.0968,0.695271766,1,1
TDVV102ATA,TDVV8T,N314(x10),1,EGL,EGL1,562.0512,107.5944,21128.1608,30141.0968,0.700975182,1,1
TDVV316T,TDVV102ATA,N316,1,EGL,EGL1,454.4568,85.344,21235.7552,30141.0968,0.704544872,1,1
TDVV320T,TDVV316T,N320*,1,EGL,EGL1,369.1128,73.152,21321.0992,30141.0968,0.707376355,1,1
TEGL40T,TDVV320T,N322ST(X40),1,EGL,EGL1,295.9608,103.632,21394.2512,30141.0968,0.709803341,1,1
TEGL326T,TEGL40T,N326ST(X42A),1,EGL,EGL1,192.3288,60.96,21497.8832,30141.0968,0.71324157,1,1
TEGL328T,TEGL326T,N328(X42),1,EGL,EGL1,131.3688,67.056,21558.8432,30141.0968,0.715264058,1,1
TEGL100BTE,TEGL328T,N330*,1,EGL,EGL1,64.3128,64.3128,21625.8992,30141.0968,0.717488794,1,1
TEGL42T,TEGL100BTE,N332GT(X52),1,EGL,EGL1,0,156.6672,21690.212,30141.0968,0.719622519,1,1
TEGL54TB,TEGL42T,N338(X54),1,LAW,LAW1,2179.9296,107.673648,21846.8792,30141.0968,0.724820312,1,1
TEGL340T,TEGL54TB,N340,1,LAW,LAW1,2072.255952,140.738352,21954.55285,30141.0968,0.728392633,1,1
TEGL346T,TEGL340T,N346,1,LAW,LAW1,1931.5176,140.208,22095.2912,30141.0968,0.73306195,1,1
TEGL350T,TEGL346T,N350*,1,LAW,LAW1,1791.3096,274.32,22235.4992,30141.0968,0.737713672,1,1
TLAW360T,TEGL350T,N360,1,LAW,LAW1,1516.9896,365.76,22509.8192,30141.0968,0.746814867,1,1
TLAW372T,TLAW360T,N372,1,LAW,LAW1,1151.2296,426.72,22875.5792,30141.0968,0.758949794,1,1
TLAW4T,TLAW372T,N386(X4),1,LAW,LAW1,724.5096,370.332,23302.2992,30141.0968,0.773107208,1,1
TLAW6T,TLAW4T,N398(X6),1,LAW,LAW1,354.1776,190.5,23672.6312,30141.0968,0.785393822,1,1
TLAW10TE,TLAW6T,N404(X10),1,LAW,LAW1,163.6776,163.6776,23863.1312,30141.0968,0.791714096,1,1
TLAW408T,TLAW10TE,N408,1,LAW,LAW1,0,159.4104,24026.8088,30141.0968,0.797144476,1,1
TLAW22T,TLAW408T,N414(X22),1,YKM,YKM1,1760.22,182.88,24186.2192,30141.0968,0.802433281,1,1
TLAW420T,TLAW22T,N420*,1,YKM,YKM1,1577.34,134.112,24369.0992,30141.0968,0.808500744,1,1
TLAW424T,TLAW420T,N424,1,YKM,YKM1,1443.228,190.1952,24503.2112,30141.0968,0.812950218,1,1
TLAW430T,TLAW424T,N430,1,YKM,YKM1,1253.0328,199.0344,24693.4064,30141.0968,0.819260379,1,1
TYKM2T,TLAW430T,N438(X2),1,YKM,YKM1,1053.9984,330.0984,24892.4408,30141.0968,0.825863802,1,1
TYKM4T,TYKM2T,N448GT(X4),1,YKM,YKM1,723.9,170.688,25222.5392,30141.0968,0.836815573,1,1
TYKM6TB,TYKM4T,N454GT(X6),1,YKM,YKM1,553.212,183.7944,25393.2272,30141.0968,0.842478539,1,1
TYKM22T,TYKM6TB,N460GT(X22),1,YKM,YKM1,369.4176,180.4416,25577.0216,30141.0968,0.84857634,1,1
TYKM42TA,TYKM22T,N466GT(X42),1,YKM,YKM1,188.976,188.976,25757.4632,30141.0968,0.854562904,1,1
TYKM472T,TYKM42TA,N472GT,1,YKM,YKM1,0,160.02,25946.4392,30141.0968,0.860832616,1,1
TYKM52T,TYKM472T,N478(X52),1,SHP,SHP1,1798.9296,91.44,26106.4592,30141.0968,0.866141646,1,1
TYKM480T,TYKM52T,N480*,1,SHP,SHP1,1707.4896,111.252,26197.8992,30141.0968,0.869175378,1,1
TYKM484T,TYKM480T,N484,1,SHP,SHP1,1596.2376,71.628,26309.1512,30141.0968,0.872866418,1,1
TYKM486T,TYKM484T,N486*,1,SHP,SHP1,1524.6096,128.016,26380.7792,30141.0968,0.875242841,1,1
TYKM490T,TYKM486T,N490,1,SHP,SHP1,1396.5936,268.224,26508.7952,30141.0968,0.879490066,1,1
TSHP500T,TYKM490T,N500,1,SHP,SHP1,1128.3696,304.8,26777.0192,30141.0968,0.888389012,1,1
TSHP510T,TSHP500T,N510,1,SHP,SHP1,823.5696,213.36,27081.8192,30141.0968,0.898501451,1,1
TSHP516T,TSHP510T,N516,1,SHP,SHP1,610.2096,195.072,27295.1792,30141.0968,0.905580158,1,1
TSHP22T,TSHP516T,N522ST(X22),1,SHP,SHP1,415.1376,108.204,27490.2512,30141.0968,0.912052119,1,1
TSHP20T,TSHP22T,N526ST(X20),1,SHP,SHP1,306.9336,68.58,27598.4552,30141.0968,0.915642035,1,1
TSHP18T,TSHP20T,N528ST(X18),1,SHP,SHP1,238.3536,73.152,27667.0352,30141.0968,0.917917333,1,1
TSHP16TE,TSHP18T,N530GT(X16),1,SHP,SHP1,165.2016,165.2016,27740.1872,30141.0968,0.920344319,1,1
TSHP536T,TSHP16TE,N536GT,1,SHP,SHP1,0,157.2768,27905.3888,30141.0968,0.925825261,1,1
TSHP36T,TSHP536T,N542(X36),1,NYC,NYC1,651.3576,85.9536,28062.6656,30141.0968,0.931043279,1,1
TSHP544T,TSHP36T,N544*,1,NYC,NYC1,565.404,133.8072,28148.6192,30141.0968,0.933894987,1,1
TSHP548T,TSHP544T,N548,1,NYC,NYC1,431.5968,152.7048,28282.4264,30141.0968,0.938334348,1,1
TSHP554T,TSHP548T,N554,1,NYC,NYC1,278.892,152.4,28435.1312,30141.0968,0.943400679,1,1
TSHP558T,TSHP554T,N558,1,NYC,NYC1,126.492,126.492,28587.5312,30141.0968,0.948456899,1,1
TNYC562T,TSHP558T,N562,1,NYC,NYC1,0,156.972,28714.0232,30141.0968,0.952653561,1,1
TNYC40T,TNYC562T,N568(X40),1,FIN,FIN1,1270.1016,161.544,28870.9952,30141.0968,0.957861467,1,1
TNYC572T,TNYC40T,N572,1,FIN,FIN1,1108.5576,213.36,29032.5392,30141.0968,0.96322106,1,1
TNYC580T,TNYC572T,N580*,1,FIN,FIN1,895.1976,210.0072,29245.8992,30141.0968,0.970299767,1,1
TFIN588T,TNYC580T,N588,1,FIN,FIN1,685.1904,193.8528,29455.9064,30141.0968,0.977267237,1,1
TFIN22T,TFIN588T,N594ST(X22),1,FIN,FIN1,491.3376,114.3,29649.7592,30141.0968,0.983698748,1,1
TFIN20T,TFIN22T,N598ST(X20),1,FIN,FIN1,377.0376,91.44,29764.0592,30141.0968,0.987490913,1,1
TFIN18T,TFIN20T,N600GT(X18),1,FIN,FIN1,285.5976,103.632,29855.4992,30141.0968,0.990524645,1,1
TFIN16TA,TFIN18T,N604GT(X16),1,FIN,FIN1,181.9656,181.9656,29959.1312,30141.0968,0.993962874,1,1
TFIN4T,TFIN16TA,N610GT(X4),1,FIN,FIN1,0,159.4104,30141.0968,30141.0968,1,1,1
TFIN4T,TFNS36TC,N614,1,FIN,FIN1,0,159.4104,0,0,0,0,1
TFIN2T,TFNS30TB,NA614,2,FIN,FIN2,0,164.2872,0,0,0,0,1
TFIN4T,TFNS36TB,N614,1,FIN,FIN1,0,159.4104,0,0,0,0,1
TFNS36TC,TFIN4T,N614,1,FIN,FIN1,159.4104,159.4104,0,0,0,0,1
TFNS30TB,TFIN2T,NA614,2,FIN,FIN2,164.2872,164.2872,0,0,0,0,1
TFNS36TB,TFIN4T,N614,1,FIN,FIN1,159.4104,159.4104,0,0,0,0,1
TFNS30TA,TFIN2T,NA614,2,FIN,FIN2,164.2872,164.2872,0,0,0,0,1
TYKM42TB,TYKM472T,N472GT,2,LAW,LAW2,1759.3056,82.9056,0,0,0,0,1
TYKM44TA,TYKM42TB,SA471,2,LAW,LAW2,1759.3056,91.44,0,0,0,0,1
TYKM36AT,TYKM44TA,NA468,2,LAW,LAW2,1700,52.4256,0,0,0,0,1
TYKM48TA,TYKM54T,S471GT(X48),2,LAW,LAW2,1759.3056,82.9056,0,0,0,0,1
TYKM44TB,TYKM48TA,S471,2,LAW,LAW2,1539.8496,91.44,0,0,0,0,1
TYKM36AT,TYKM44TB,NA468,2,LAW,LAW2,1667.8656,52.4256,0,0,0,0,1
TYKM36T,TYKM36AT,NA467*,2,LAW,LAW2,1615.44,90.2208,0,0,0,0,1
TYKM24T,TYKM36T,NA464,2,LAW,LAW2,1525.2192,145.0848,0,0,0,0,1
TYKM10TB,TYKM24T,NA460,2,LAW,LAW2,1380.1344,67.056,0,0,0,0,1
TYKM14TB,TYKM10TB,NA458,2,LAW,LAW2,1363,50,0,0,0,0,1
TYKM457T,TYKM14TB,NA458,2,LAW,LAW2,1313.0784,240.792,0,0,0,0,1
TYKM6TC,TYKM4T,N454G,1,YKM,YKM1,553,183,0,0,0,0,1
TYKM10TA,TYKM6TC,NA458,1,YKM,YKM1,446.2272,67.056,0,0,0,0,1
TYKM24T,TYKM10TA,NA460,1,YKM,YKM1,379.1712,145.0848,0,0,0,0,1
TYKM36T,TYKM24T,NA464,1,YKM,YKM1,234.0864,90.2208,0,0,0,0,1
TYKM36AT,TYKM36T,NA467*,1,YKM,YKM1,143.8656,52.4256,0,0,0,0,1
TYKM44TA,TYKM36AT,NA468,1,YKM,YKM1,91.44,91.44,0,0,0,0,1
TYKM42TB,TYKM44TA,NA468,1,YKM,YKM1,30,30,0,0,0,0,1
TYKM472T,TYKM42TB,SA471,1,YKM,YKM1,0,160.02,0,0,0,0,1
TYKM54T,TYKM42TA,S471,2,YKM,YKM2,0,160.9344,0,0,0,0,1
TEGL54TC,TEGL334T,x,2,EGL,EGL2,393.192,140.208,0,0,0,0,1
TEGL62TA,TEGL54TC,x,2,EGL,EGL2,300,100,0,0,0,0,1
TEGL58T,TEGL62TA,x,2,EGL,EGL2,212.1408,145.0848,0,0,0,0,1
TEGL62TB,TEGL58T,x,2,EGL,EGL2,180,40,0,0,0,0,1
TEGL64TA,TEGL62TB,x,2,EGL,EGL2,140.208,140.208,0,0,0,0,1
TDVV18T,TDVV17T,NA308,2,DAV,DAV2,0,103.632,0,0,0,0,1
TDVV106ATA,TDVV18T,SA303,2,STC,STC2,582.168,103.632,0,0,0,0,1
TDVV19T,TDVV106ATA,NA302,2,STC,STC2,478.536,91.44,0,0,0,0,1
TDVV111TA,TDVV19T,S299,2,STC,STC2,387.096,457.2,0,0,0,0,1
TUNI98TC,TUNI102T,x,2,STA,STA2,350,6,0,0,0,0,1
TUNIUC7TA,TUNI98TC,N98T,2,STA,STA2,341.376,52.30368,0,0,0,0,1
TUNI101TA,TUNI103T,x,2,STA,STA2,350,6,0,0,0,0,1
TUNIUC7TB,TUNI101TA,x,2,STA,STA2,341.376,52.30368,0,0,0,0,1
